titlemeta_ID	titlemeta_author	titlemeta_title	prize_author	prize_title	prize_date	ratio_author	ratio_title	docid	year
pst.000028680673	Sinclair, Upton	Jimmie Higgins;	Sinclair, Upton	Dragon's Teeth	1943	100	21	pst.000028680673	1919
uc2.ark+=13960=t02z13b24	Sinclair, Upton	They call me Carpenter;	Sinclair, Upton	Dragon's Teeth	1943	100	27	uc2.ark+=13960=t02z13b24	1922
uc1.b4089009	Sinclair, Upton	Oil! A novel	Sinclair, Upton	Dragon's Teeth	1943	100	23	uc1.b4089009	1927
uc1.32106006106717	Sinclair, Upton	Boston, a novel	Sinclair, Upton	Dragon's Teeth	1943	100	28	uc1.32106006106717	1928
uc1.b3553046	Sinclair, Upton	Mountain City	Sinclair, Upton	Dragon's Teeth	1943	100	30	uc1.b3553046	1930
mdp.39015030711819	Sinclair, Upton	The wet parade	Sinclair, Upton	Dragon's Teeth	1943	100	25	mdp.39015030711819	1931
mdp.39015037068346	Sinclair, Upton	Co op; a novel of living together	Sinclair, Upton	Dragon's Teeth	1943	100	34	mdp.39015037068346	1936
mdp.39015030711983	Sinclair, Upton	The gnomobile; a gnice gnew gnarrative with gnonsense, but gnoth	Sinclair, Upton	Dragon's Teeth	1943	100	27	mdp.39015030711983	1936
mdp.39015071144987	Sinclair, Upton	The flivver king	Sinclair, Upton	Dragon's Teeth	1943	100	15	mdp.39015071144987	1937
uc1.32106002145982	Sinclair, Upton	World's end	Sinclair, Upton	Dragon's Teeth	1943	100	40	uc1.32106002145982	1940
uc1.32106002145552	Sinclair, Upton	Between two worlds	Sinclair, Upton	Dragon's Teeth	1943	100	25	uc1.32106002145552	1941
uc1.b4088966	Sinclair, Upton	Dragon's teeth	Sinclair, Upton	Dragon's Teeth	1943	100	100	uc1.b4088966	1942
mdp.39015011884213	Sinclair, Upton	Wide is the gate	Sinclair, Upton	Dragon's Teeth	1943	100	40	mdp.39015011884213	1943
mdp.39015030711868	Sinclair, Upton	Presidential agent	Sinclair, Upton	Dragon's Teeth	1943	100	31	mdp.39015030711868	1944
mdp.39015030711991	Sinclair, Upton	Dragon harvest	Sinclair, Upton	Dragon's Teeth	1943	100	64	mdp.39015030711991	1945
mdp.39015011347047	Sinclair, Upton	A world to win	Sinclair, Upton	Dragon's Teeth	1943	100	29	mdp.39015011347047	1946
mdp.39015048900867	Sinclair, Upton	Presidential mission	Sinclair, Upton	Dragon's Teeth	1943	100	24	mdp.39015048900867	1947
uc1.$b63789	Slade, Caroline	The triumph of Willie Pond	Miller, Caroline	Lamb in His Bosom	1934	77	31	uc1.$b63789	1940
uc1.$b63788	Slade, Caroline	Job's house	Miller, Caroline	Lamb in His Bosom	1934	77	36	uc1.$b63788	1941
mdp.39015073391024	Slade, Caroline	Mrs. Party's house	Miller, Caroline	Lamb in His Bosom	1934	77	34	mdp.39015073391024	1948
mdp.39015010370511	Steinbeck, John	The Pastures of heaven	Steinbeck, John	The Grapes of Wrath	1940	100	48	mdp.39015010370511	1932
mdp.39015005501682	Steinbeck, John	The red pony	Steinbeck, John	The Grapes of Wrath	1940	100	35	mdp.39015005501682	1933
mdp.39015002777806	Steinbeck, John	To a God unknown	Steinbeck, John	The Grapes of Wrath	1940	100	32	mdp.39015002777806	1933
mdp.39015005862548	Steinbeck, John	Tortilla flat	Steinbeck, John	The Grapes of Wrath	1940	100	43	mdp.39015005862548	1935
uc1.32106010492228	Steinbeck, John	In dubious battle	Steinbeck, John	The Grapes of Wrath	1940	100	31	uc1.32106010492228	1936
mdp.39015002260167	Steinbeck, John	Of mice and men	Steinbeck, John	The Grapes of Wrath	1940	100	27	mdp.39015002260167	1937
mdp.39015008257449	Steinbeck, John	The long valley	Steinbeck, John	The Grapes of Wrath	1940	100	23	mdp.39015008257449	1938
mdp.39015004063601	Steinbeck, John	The grapes of wrath	Steinbeck, John	The Grapes of Wrath	1940	100	100	mdp.39015004063601	1939
mdp.39015050756801	Steinbeck, John	The moon is down : a novel	Steinbeck, John	The Grapes of Wrath	1940	100	27	mdp.39015050756801	1942
mdp.39015002347311	Steinbeck, John	Cannery row	Steinbeck, John	The Grapes of Wrath	1940	100	38	mdp.39015002347311	1945
mdp.39015001574063	Steinbeck, John	The portable Steinbeck	Steinbeck, John	The Grapes of Wrath	1940	100	30	mdp.39015001574063	1946
mdp.39015013934230	Steinbeck, John	The wayward bus	Steinbeck, John	The Grapes of Wrath	1940	100	23	mdp.39015013934230	1947
mdp.39015010441882	Steinbeck, John	Burning bright; a play in story form	Steinbeck, John	The Grapes of Wrath	1940	100	31	mdp.39015010441882	1950
uc1.b4374101	Tarkington, Booth	Penrod and Sam	Tarkington, Booth	Alice Adams	1922	100	48	uc1.b4374101	1916
uc1.b4374101	Tarkington, Booth	Penrod and Sam	Tarkington, Booth	The Magnificent Ambersons	1919	100	34	uc1.b4374101	1916
uc2.ark+=13960=t29883p23	Tarkington, Booth	The magnificent Ambersons	Tarkington, Booth	Alice Adams	1922	100	50	uc2.ark+=13960=t29883p23	1918
uc2.ark+=13960=t29883p23	Tarkington, Booth	The magnificent Ambersons	Tarkington, Booth	The Magnificent Ambersons	1919	100	100	uc2.ark+=13960=t29883p23	1918
uc1.b3569278	Tarkington, Booth	Alice Adams	Tarkington, Booth	Alice Adams	1922	100	100	uc1.b3569278	1921
uc1.b3569278	Tarkington, Booth	Alice Adams	Tarkington, Booth	The Magnificent Ambersons	1919	100	50	uc1.b3569278	1921
mdp.39015063926714	Tarkington, Booth	Harlequin and Columbine	Tarkington, Booth	Alice Adams	1922	100	41	mdp.39015063926714	1921
mdp.39015063926714	Tarkington, Booth	Harlequin and Columbine	Tarkington, Booth	The Magnificent Ambersons	1919	100	36	mdp.39015063926714	1921
mdp.39015063926870	Tarkington, Booth	Gentle Julia	Tarkington, Booth	Alice Adams	1922	100	35	mdp.39015063926870	1922
mdp.39015063926870	Tarkington, Booth	Gentle Julia	Tarkington, Booth	The Magnificent Ambersons	1919	100	36	mdp.39015063926870	1922
mdp.39015064415238	Tarkington, Booth	The midlander	Tarkington, Booth	Alice Adams	1922	100	30	mdp.39015064415238	1923
mdp.39015064415238	Tarkington, Booth	The midlander	Tarkington, Booth	The Magnificent Ambersons	1919	100	33	mdp.39015064415238	1923
mdp.39015031304671	Tarkington, Booth	The fascinating stranger : an other stories	Tarkington, Booth	Alice Adams	1922	100	24	mdp.39015031304671	1923
mdp.39015031304671	Tarkington, Booth	The fascinating stranger : an other stories	Tarkington, Booth	The Magnificent Ambersons	1919	100	40	mdp.39015031304671	1923
pst.000045746857	Tarkington, Booth	Women	Tarkington, Booth	Alice Adams	1922	100	12	pst.000045746857	1925
pst.000045746857	Tarkington, Booth	Women	Tarkington, Booth	The Magnificent Ambersons	1919	100	23	pst.000045746857	1925
mdp.39015031304572	Tarkington, Booth	Looking forward, and others	Tarkington, Booth	Alice Adams	1922	100	37	mdp.39015031304572	1926
mdp.39015031304572	Tarkington, Booth	Looking forward, and others	Tarkington, Booth	The Magnificent Ambersons	1919	100	29	mdp.39015031304572	1926
pst.000015374950	Tarkington, Booth	The plutocrat	Tarkington, Booth	Alice Adams	1922	100	30	pst.000015374950	1927
pst.000015374950	Tarkington, Booth	The plutocrat	Tarkington, Booth	The Magnificent Ambersons	1919	100	13	pst.000015374950	1927
mdp.39015005732048	Tarkington, Booth	The world does move	Tarkington, Booth	Alice Adams	1922	100	31	mdp.39015005732048	1928
mdp.39015005732048	Tarkington, Booth	The world does move	Tarkington, Booth	The Magnificent Ambersons	1919	100	22	mdp.39015005732048	1928
mdp.39015031304689	Tarkington, Booth	Claire Ambler	Tarkington, Booth	Alice Adams	1922	100	50	mdp.39015031304689	1928
mdp.39015031304689	Tarkington, Booth	Claire Ambler	Tarkington, Booth	The Magnificent Ambersons	1919	100	53	mdp.39015031304689	1928
mdp.39015031306478	Tarkington, Booth	Young Mrs. Greeley	Tarkington, Booth	Alice Adams	1922	100	21	mdp.39015031306478	1929
mdp.39015031306478	Tarkington, Booth	Young Mrs. Greeley	Tarkington, Booth	The Magnificent Ambersons	1919	100	26	mdp.39015031306478	1929
uc1.$b105945	Tarkington, Booth	Mirthful Haven	Tarkington, Booth	Alice Adams	1922	100	24	uc1.$b105945	1930
uc1.$b105945	Tarkington, Booth	Mirthful Haven	Tarkington, Booth	The Magnificent Ambersons	1919	100	40	uc1.$b105945	1930
uc1.$b245130	Tarkington, Booth	Mary's Neck	Tarkington, Booth	Alice Adams	1922	100	18	uc1.$b245130	1932
uc1.$b245130	Tarkington, Booth	Mary's Neck	Tarkington, Booth	The Magnificent Ambersons	1919	100	31	uc1.$b245130	1932
uc1.$b245121	Tarkington, Booth	Wanton Mally	Tarkington, Booth	Alice Adams	1922	100	26	uc1.$b245121	1932
uc1.$b245121	Tarkington, Booth	Wanton Mally	Tarkington, Booth	The Magnificent Ambersons	1919	100	30	uc1.$b245121	1932
uc1.b3569298	Tarkington, Booth	Presenting Lily Mars	Tarkington, Booth	Alice Adams	1922	100	32	uc1.b3569298	1933
uc1.b3569298	Tarkington, Booth	Presenting Lily Mars	Tarkington, Booth	The Magnificent Ambersons	1919	100	34	uc1.b3569298	1933
mdp.39015063926722	Tarkington, Booth	Little Orvie	Tarkington, Booth	Alice Adams	1922	100	35	mdp.39015063926722	1934
mdp.39015063926722	Tarkington, Booth	Little Orvie	Tarkington, Booth	The Magnificent Ambersons	1919	100	24	mdp.39015063926722	1934
mdp.39015031304523	Tarkington, Booth	Mr. White, The red barn, Hell, and Bridewater	Tarkington, Booth	Alice Adams	1922	100	21	mdp.39015031304523	1935
mdp.39015031304523	Tarkington, Booth	Mr. White, The red barn, Hell, and Bridewater	Tarkington, Booth	The Magnificent Ambersons	1919	100	27	mdp.39015031304523	1935
uc1.$b105946	Tarkington, Booth	The Lorenzo bunch	Tarkington, Booth	Alice Adams	1922	100	25	uc1.$b105946	1936
uc1.$b105946	Tarkington, Booth	The Lorenzo bunch	Tarkington, Booth	The Magnificent Ambersons	1919	100	29	uc1.$b105946	1936
uc1.b3569300	Tarkington, Booth	Rumbin galleries	Tarkington, Booth	Alice Adams	1922	100	37	uc1.b3569300	1937
uc1.b3569300	Tarkington, Booth	Rumbin galleries	Tarkington, Booth	The Magnificent Ambersons	1919	100	43	uc1.b3569300	1937
uc1.$b105942	Tarkington, Booth	The heritage of Hatcher Ide	Tarkington, Booth	Alice Adams	1922	100	29	uc1.$b105942	1941
uc1.$b105942	Tarkington, Booth	The heritage of Hatcher Ide	Tarkington, Booth	The Magnificent Ambersons	1919	100	32	uc1.$b105942	1941
uc1.b3569284	Tarkington, Booth	The fighting Littles	Tarkington, Booth	Alice Adams	1922	100	30	uc1.b3569284	1941
uc1.b3569284	Tarkington, Booth	The fighting Littles	Tarkington, Booth	The Magnificent Ambersons	1919	100	32	uc1.b3569284	1941
mdp.39015031304630	Tarkington, Booth	Kate Fennigate	Tarkington, Booth	Alice Adams	1922	100	32	mdp.39015031304630	1943
mdp.39015031304630	Tarkington, Booth	Kate Fennigate	Tarkington, Booth	The Magnificent Ambersons	1919	100	34	mdp.39015031304630	1943
uc1.$b105943	Tarkington, Booth	Image of Josephine	Tarkington, Booth	Alice Adams	1922	100	28	uc1.$b105943	1945
uc1.$b105943	Tarkington, Booth	Image of Josephine	Tarkington, Booth	The Magnificent Ambersons	1919	100	36	uc1.$b105943	1945
mdp.49015001238956	Undset, Sigrid	Kristin Lavransdatter	Undset, Sigrid	#matchall	1928	100	13	mdp.49015001238956	1922
mdp.39015046378983	Undset, Sigrid	The bridal wreath	Undset, Sigrid	#matchall	1928	100	27	mdp.39015046378983	1923
uc1.32106013788002	Undset, Sigrid	The mistress of Husaby	Undset, Sigrid	#matchall	1928	100	30	uc1.32106013788002	1925
mdp.39015010832015	Undset, Sigrid	The wild orchid	Undset, Sigrid	#matchall	1928	100	20	mdp.39015010832015	1929
pst.000022805287	Undset, Sigrid	In the wilderness	Undset, Sigrid	#matchall	1928	100	23	pst.000022805287	1929
mdp.39015030021789	Undset, Sigrid	The snake pit	Undset, Sigrid	#matchall	1928	100	22	mdp.39015030021789	1929
mdp.39015030021755	Undset, Sigrid	The son avenger	Undset, Sigrid	#matchall	1928	100	10	mdp.39015030021755	1930
mdp.39015011306340	Undset, Sigrid	The burning bush	Undset, Sigrid	#matchall	1928	100	10	mdp.39015011306340	1932
mdp.39015030021896	Undset, Sigrid	The longest years	Undset, Sigrid	#matchall	1928	100	18	mdp.39015030021896	1935
mdp.39015002702796	Undset, Sigrid	Gunnar's daughter	Undset, Sigrid	#matchall	1928	100	15	mdp.39015002702796	1936
mdp.39015055252582	Undset, Sigrid	Madame Dorthea ;	Undset, Sigrid	#matchall	1928	100	40	mdp.39015055252582	1939
mdp.39015020921808	Warren, Robert Penn	Night rider	Warren, Robert Penn	All the King's Men	1947	100	28	mdp.39015020921808	1939
mdp.39015031306213	Warren, Robert Penn	At heaven's gate	Warren, Robert Penn	All the King's Men	1947	100	53	mdp.39015031306213	1943
uc1.32106002152723	Warren, Robert Penn	All the king's men	Warren, Robert Penn	All the King's Men	1947	100	100	uc1.32106002152723	1946
mdp.39015014198017	Warren, Robert Penn	World enough and time : a romantic novel	Warren, Robert Penn	All the King's Men	1947	100	31	mdp.39015014198017	1950
nyp.33433076079080	Wharton, Edith	The age of innocence	Wharton, Edith	The Age of Innocence	1921	100	100	nyp.33433076079080	1920
nyp.33433076079106	Wharton, Edith	The glimpses of the moon	Wharton, Edith	The Age of Innocence	1921	100	44	nyp.33433076079106	1922
mdp.39015005774867	Wharton, Edith	The old maid (the 'fifties)	Wharton, Edith	The Age of Innocence	1921	100	31	mdp.39015005774867	1924
uc1.$b245139	Wharton, Edith	Twilight sleep	Wharton, Edith	The Age of Innocence	1921	100	27	uc1.$b245139	1927
pst.000016192775	Wharton, Edith	The children	Wharton, Edith	The Age of Innocence	1921	100	25	pst.000016192775	1928
pst.000016058774	Wharton, Edith	Hudson River bracketed	Wharton, Edith	The Age of Innocence	1921	100	32	pst.000016058774	1929
mdp.39015010526716	Wharton, Edith	The world over	Wharton, Edith	The Age of Innocence	1921	100	31	mdp.39015010526716	1936
uc1.b3335465	Wharton, Edith	The buccaneers	Wharton, Edith	The Age of Innocence	1921	100	31	uc1.b3335465	1937
uc1.32106008942689	Wilder, Thornton	The cabala	Wilder, Thornton	The Bridge of San Luis Rey	1928	100	21	uc1.32106008942689	1926
mdp.39015008251194	Wilder, Thornton	The bridge of San Luis Rey	Wilder, Thornton	The Bridge of San Luis Rey	1928	100	100	mdp.39015008251194	1927
mdp.39015029924084	Wilder, Thornton	The woman of Andros	Wilder, Thornton	The Bridge of San Luis Rey	1928	100	38	mdp.39015029924084	1930
uc1.b4082899	Wilder, Thornton	Heaven's my destination	Wilder, Thornton	The Bridge of San Luis Rey	1928	100	27	uc1.b4082899	1934
mdp.39015030775509	Wilson, Margaret	The able McLaughlins	Wilson, Margaret	The Able McLaughlins	1924	100	100	mdp.39015030775509	1923
mdp.39015030042991	Wilson, Margaret	The painted room	Wilson, Margaret	The Able McLaughlins	1924	100	29	mdp.39015030042991	1926
mdp.39015030042512	Wilson, Margaret	Daughters of India	Wilson, Margaret	The Able McLaughlins	1924	100	35	mdp.39015030042512	1928
mdp.39015014868338	Wilson, Margaret	Trousers of taffeta, a novel of the child mothers of India	Wilson, Margaret	The Able McLaughlins	1924	100	24	mdp.39015014868338	1929
mdp.39015030042504	Wilson, Margaret	One came out	Wilson, Margaret	The Able McLaughlins	1924	100	36	mdp.39015030042504	1932
uc2.ark+=13960=t9765b43s	Tarkington, Booth	The spring concert	Tarkington, Booth	Alice Adams	1922	100	24	uc2.ark+=13960=t9765b43s	1916
uc2.ark+=13960=t9765b43s	Tarkington, Booth	The spring concert	Tarkington, Booth	The Magnificent Ambersons	1919	100	29	uc2.ark+=13960=t9765b43s	1916
nyp.33433076079056	Wharton, Edith	Summer : a novel	Wharton, Edith	The Age of Innocence	1921	100	38	nyp.33433076079056	1917
inu.39000001916886	Wharton, Edith	Summer	Wharton, Edith	The Age of Innocence	1921	100	9	inu.39000001916886	1917
mdp.39015005192508	Lewis, Sinclair	The job; an American novel	Lewis, Sinclair	Arrowsmith	1926	100	19	mdp.39015005192508	1917
mdp.39015005192508	Lewis, Sinclair	The job; an American novel	Lewis, Sinclair	#matchall	1930	100	26	mdp.39015005192508	1917
uc2.ark+=13960=t5bc3z13p	Poole, Ernest	The village;	Poole, Ernest	His Family	1918	100	22	uc2.ark+=13960=t5bc3z13p	1918
njp.32101068605771	Wharton, Edith	The Marne	Wharton, Edith	The Age of Innocence	1921	100	29	njp.32101068605771	1918
uc1.$b794703	Galsworthy, John	The burning spear, being the experiences of Mr. John Lavender in time of war	Galsworthy, John	#matchall	1932	100	12	uc1.$b794703	1919
uc2.ark+=13960=t79s1wf9r	France, Anatole	The amethyst ring	France, Anatole	#matchall	1921	100	27	uc2.ark+=13960=t79s1wf9r	1919
uc2.ark+=13960=t4qj7929j	Poole, Ernest	Blind;	Poole, Ernest	His Family	1918	100	12	uc2.ark+=13960=t4qj7929j	1920
uc2.ark+=13960=t56d5sp11	Galsworthy, John	Tatterdemalion	Galsworthy, John	#matchall	1932	100	35	uc2.ark+=13960=t56d5sp11	1920
njp.32101013486293	Galsworthy, John	Villa Rubein : and other stories	Galsworthy, John	#matchall	1932	100	15	njp.32101013486293	1920
mdp.39015005343010	Lewis, Sinclair	Main Street, the story of Carol Kennicott	Lewis, Sinclair	Arrowsmith	1926	100	24	mdp.39015005343010	1921
mdp.39015005343010	Lewis, Sinclair	Main Street, the story of Carol Kennicott	Lewis, Sinclair	#matchall	1930	100	24	mdp.39015005343010	1921
uc1.b4097383	Ferber, Edna	The girls	Ferber, Edna	So Big	1925	100	18	uc1.b4097383	1921
mdp.39015030372299	France, Anatole	Count Morin, deputy	France, Anatole	#matchall	1921	100	14	mdp.39015030372299	1921
nyp.33433070255314	Walter, William W	The unfoldment	Faulkner, William	#matchall	1949	76	21	nyp.33433070255314	1921
uc2.ark+=13960=t17m0gv5v	Hamsun, Knut	Mothwise	Hamsun, Knut	#matchall	1920	100	35	uc2.ark+=13960=t17m0gv5v	1921
mdp.39015030368404	France, Anatole	Monsieur Bergeret in Paris	France, Anatole	#matchall	1921	100	17	mdp.39015030368404	1921
nyp.33433074972435	Lewis, Sinclair	Babbitt	Lewis, Sinclair	Arrowsmith	1926	100	35	nyp.33433074972435	1922
nyp.33433074972435	Lewis, Sinclair	Babbitt	Lewis, Sinclair	#matchall	1930	100	25	nyp.33433074972435	1922
uc1.b3144349	Poole, Ernest	Millions	Poole, Ernest	His Family	1918	100	33	uc1.b3144349	1922
nyp.33433076014756	Tarkington, Booth	The works of Booth Tarkington	Tarkington, Booth	Alice Adams	1922	100	11	nyp.33433076014756	1922
nyp.33433076014756	Tarkington, Booth	The works of Booth Tarkington	Tarkington, Booth	The Magnificent Ambersons	1919	100	30	nyp.33433076014756	1922
uc2.ark+=13960=t6639wq6t	Deledda, Grazia	The woman & the priest	Deledda, Grazia	#matchall	1926	100	30	uc2.ark+=13960=t6639wq6t	1922
uc1.b3314117	France, Anatole	The garden of Epicurus	France, Anatole	#matchall	1921	100	15	uc1.b3314117	1923
mdp.39015030027653	Hamsun, Knut	Children of the age	Hamsun, Knut	#matchall	1920	100	21	mdp.39015030027653	1924
mdp.39015030368602	France, Anatole	On life and letters : second series / $f: a translation by A.W. Evans	France, Anatole	#matchall	1921	100	13	mdp.39015030368602	1924
uc1.$b317455	France, Anatole	The opinions of Jérôme Coignard	France, Anatole	#matchall	1921	100	16	uc1.$b317455	1924
mdp.39015003679712	Galsworthy, John	Caravan, the assembled tales of John Galsworthy	Galsworthy, John	#matchall	1932	100	21	mdp.39015003679712	1925
uc1.b3687210	Bromfield, Louis	Possession, a novel	Bromfield, Louis	Early Autumn	1927	100	26	uc1.b3687210	1925
uc1.b3687464	Erskine, John	Galahad; enough of his life to explain his reputation	Hersey, John	A Bell for Adano	1945	80	29	uc1.b3687464	1926
uc1.$b298733	Peterkin, Julia Mood	Black April	Peterkin, Julia	Scarlet Sister Mary	1929	86	27	uc1.$b298733	1927
uc1.32106002127196	Marquand, John P. (John Phillips)	Mr. Moto's three aces, a John P. Marquand omnibus	Marquand, John Phillips	The Late George Apley	1938	82	21	uc1.32106002127196	1938
uc1.32106002139753	Rawlings, Marjorie Kinnan	The yearling;	Rawlings, Marjorie Kinnan	The Yearling	1939	100	94	uc1.32106002139753	1938
mdp.39015038923598	Mann, Thomas	Stories and episodes [from the novels	Mann, Thomas	#matchall	1929	100	17	mdp.39015038923598	1940
inu.30000114415460	Sinclair, John L	In time of harvest : a novel	Sinclair, Upton	Dragon's Teeth	1943	77	29	inu.30000114415460	1943
uc1.32106014654039	Steinbeck, John	Steinbeck; selected by Pascal Covici	Steinbeck, John	The Grapes of Wrath	1940	100	20	uc1.32106014654039	1943
uc1.b4091279	Lewis, Sinclair	Seven selected short stories	Lewis, Sinclair	Arrowsmith	1926	100	16	uc1.b4091279	1943
uc1.b4091279	Lewis, Sinclair	Seven selected short stories	Lewis, Sinclair	#matchall	1930	100	11	uc1.b4091279	1943
uc1.$b261734	Flint, Margaret	Dress right, dress; the autobiography of a WAC	Wilson, Margaret	The Able McLaughlins	1924	77	19	uc1.$b261734	1943
mdp.39015034646565	Landon, Margaret	Anna and the King of Siam	Wilson, Margaret	The Able McLaughlins	1924	81	34	mdp.39015034646565	1944
uc1.$b245238	Trist, Margaret	What else is there?	Wilson, Margaret	The Able McLaughlins	1924	77	34	uc1.$b245238	1946
