docid	novelty_1.0_25	novelty_0.05_25	transience_1.0_25	transience_0.05_25	resonance_1.0_25	resonance_0.05_25
uc1.b3347126	0.797373288672289	0.5182301198796226	0.7537531517614068	0.4492173566715472	0.04362013691088218	0.06901276320807542
uc1.$b322688	0.7329529868290189	0.4721222798489101	0.6998882382018404	0.41957483392231276	0.03306474862717845	0.052547445926597325
uc1.b3407035	0.8479261620339281	0.6250352852794847	0.8456827064641723	0.6219480411281401	0.0022434555697558034	0.003087244151344648
uc1.$b116192	0.7243371193435633	0.4583305012211131	0.7496721931097509	0.5584464471560933	-0.0253350737661876	-0.10011594593498019
mdp.39015059415383	0.6739022234314896	0.39782038862815355	0.6435970394093573	0.3903417184196337	0.030305184022132337	0.007478670208519833
mdp.39015002756842	0.8061189709631131	0.5945038103949812	0.7529368381708156	0.4970922057375456	0.053182132792297554	0.09741160465743565
umn.31951000955121j	0.7613095056547506	0.5228226002984381	0.7374719839580528	0.47541679032204853	0.02383752169669784	0.047405809976389546
mdp.39015063945169	0.8316893199098304	0.6337077776601694	0.8545747001185123	0.6406634082306647	-0.022885380208681916	-0.006955630570495308
uc1.b3835561	0.7636248476558657	0.5445364140819011	0.778221700762179	0.5679474975191805	-0.014596853106313312	-0.02341108343727938
mdp.39015028779778	0.8462743566868584	0.5969454520886156	0.8704465345268302	0.6386871618067446	-0.02417217783997183	-0.04174170971812896
mdp.39015003940890	0.7272717485928528	0.4433055455183736	0.7370641959523294	0.5188799825482422	-0.009792447359476597	-0.0755744370298686
mdp.39015031233615	0.7279125086135875	0.5297632743661869	0.7161635732651109	0.5148705693713473	0.011748935348476541	0.014892704994839523
mdp.39015005335552	0.7364323131385098	0.4996414408347109	0.7398067448287315	0.5047854799058392	-0.0033744316902217797	-0.005144039071128315
uc1.b3688061	0.7933292903899354	0.5615587472569343	0.7981476568228767	0.6088897888341637	-0.004818366432941312	-0.04733104157722934
mdp.39015003700278	0.7324474811172957	0.5170232251924077	0.7681667803272165	0.5615276173965528	-0.035719299209920785	-0.04450439220414504
nyp.33433075727903	0.8204433695378	0.5419417409019682	0.8779124748014202	0.6591394977996512	-0.05746910526362026	-0.11719775689768297
nyp.33433075766703	0.7170260233518012	0.4618115623678831	0.7456634934643259	0.5226463679566425	-0.02863747011252471	-0.06083480558875942
uc2.ark+=13960=t78s4ms1w	0.7674812647335127	0.537221273819901	0.7667654010302587	0.5380602118270589	0.0007158637032540494	-0.0008389380071578412
uc1.$b312433	0.8001161083878656	0.5198303807092866	0.8426958583467181	0.5707758783257291	-0.0425797499588525	-0.050945497616442514
uc1.b3687470	0.7527554619043059	0.44433793369224955	0.7118806838339521	0.4048219119711124	0.04087477807035378	0.03951602172113716
uc1.$b299914	0.7295596926464524	0.42895868069929205	0.7747629874282906	0.5356463696059981	-0.045203294781838266	-0.10668768890670605
mdp.39015063914587	0.7711032074750273	0.5078410116647789	0.7251168152881826	0.46317543967082747	0.04598639218684464	0.044665571993951436
uc1.b4098677	0.8792120989115698	0.5713120930957283	0.8629081311092764	0.5764407632480082	0.016303967802293373	-0.005128670152279913
uc1.b4098794	0.7957132557617069	0.5264692717634882	0.8290996075625714	0.6381719519392643	-0.03338635180086447	-0.11170268017577611
mdp.39015063949740	0.6850876148978364	0.40905113278782523	0.6814680797212553	0.43797515812168697	0.00361953517658109	-0.028924025333861736
uc2.ark+=13960=t6rx94z44	0.8560073785598259	0.570386736314497	0.7814600711470079	0.4761173011333746	0.07454730741281801	0.09426943518112241
mdp.39015002717083	0.754602185632923	0.5083491607324683	0.7223122194332489	0.4972439353585649	0.03228996619967417	0.011105225373903349
umn.31951002366312r	0.8684113880637477	0.6675354645782637	0.7952500781622459	0.5401942512379952	0.07316130990150183	0.1273412133402685
wu.89052490448	0.7725776790698299	0.5526809000463326	0.7646387774894271	0.5710596870396855	0.00793890158040278	-0.018378786993352825
uc1.$b105753	0.7235256291533364	0.4763093796162918	0.7442781344676013	0.5078792072394688	-0.02075250531426487	-0.031569827623177005
uc1.$b323021	0.7670667490658754	0.5169745171065714	0.7035893976056842	0.4299965236088847	0.06347735146019118	0.0869779934976867
uc1.31822013290929	0.8990401962522127	0.7032401421327298	0.8882207467288934	0.7059676597635586	0.010819449523319258	-0.0027275176308287907
