docid	novelty_1.0_25	novelty_0.05_25	transience_1.0_25	transience_0.05_25	resonance_1.0_25	resonance_0.05_25
mdp.39015048691300	3.5194749690857203	1.9059990259024042	3.5575685532367145	1.8798397053704698	-0.038093584150994175	0.02615932053193437
uc1.b3727242	3.82217211314108	1.9581931460447324	3.834705989178771	2.097333465012743	-0.012533876037690739	-0.1391403189680105
mdp.39015030728714	3.6838612946906055	2.00100911689331	3.8421523017105876	2.001218534511815	-0.1582910070199821	-0.0002094176185050145
uc1.b3796855	3.1417731349513986	1.687488705991897	2.9752938335340406	1.6469153873896132	0.166479301417358	0.04057331860228386
mdp.39015030748837	2.8690918835856025	1.4958116998520539	2.684957809811488	1.376278388871496	0.18413407377411461	0.11953331098055786
uc1.$b114959	4.42710763505782	2.577683176381397	4.319811381731103	2.380751241410349	0.10729625332671677	0.19693193497104788
mdp.39015031442281	3.575019408045701	1.7689816152234648	3.22198756186084	1.4657797763861857	0.35303184618486094	0.303201838837279
uc1.$b105656	3.4753174751289166	1.894310015565912	3.5385718374276234	1.9121324347904716	-0.06325436229870673	-0.017822419224559516
wu.89099802506	3.3346953084225017	1.8933253010689395	3.334147146661002	1.9068803375696473	0.0005481617614995216	-0.013555036500707773
uc1.b3624973	4.016923007052017	1.9184251739098022	3.8626480057993406	2.0068255808327446	0.15427500125267635	-0.08840040692294249
mdp.39015024084074	3.2317665791344066	1.8528974511572214	3.3200324989326946	1.9634515933844023	-0.08826591979828802	-0.11055414222718096
mdp.39015063942786	3.549279935560746	1.7142835137555437	3.5499468414983717	1.8007700783632976	-0.0006669059376256392	-0.08648656460775395
uc1.$b56562	3.366312962616724	1.9627345688142865	3.078464983836164	1.7644037780292772	0.2878479787805599	0.19833079078500937
mdp.39015016782941	3.4940735830940106	2.145893537739764	3.4105967019067047	2.039309219347145	0.0834768811873059	0.10658431839261873
uc1.b3727812	3.5678926706050254	2.0636279652030076	3.425375570969412	1.9585398744186115	0.14251709963561332	0.10508809078439607
mdp.39015020072008	3.7908676004600235	2.219685826039268	3.849787482571518	2.3162106905571265	-0.05891988211149446	-0.09652486451785869
osu.32435066780875	3.592108966813928	2.2017611700171402	3.3078910368047216	1.9776055666365213	0.2842179300092065	0.2241556033806189
mdp.39015030186863	3.5520393923930276	2.120856555772242	3.44073803719849	1.9792594054236132	0.11130135519453743	0.14159715034862863
mdp.39015000626559	3.4382692346697143	1.9578628337325086	3.2335985948913715	1.7991648776962348	0.20467063977834288	0.1586979560362738
mdp.39015055255890	3.236831322174297	1.9305691102267233	3.0479733222617456	1.6932501858783686	0.18885799991255148	0.23731892434835467
inu.32000003395797	3.494623890329003	1.8848221900931603	3.33589488475172	1.8170541447773503	0.15872900557728276	0.06776804531581004
uc1.$b313837	4.7600867078674165	2.879016040434701	4.466676729786661	2.554211368488512	0.29340997808075553	0.3248046719461888
mdp.39015014823788	3.0138880873979503	1.5667028369844125	2.911805980362148	1.485865829739532	0.10208210703580223	0.08083700724488052
uc1.b3710839	3.145607446799019	1.8264246500635215	2.906225704069144	1.5269262434903408	0.23938174272987522	0.2994984065731807
mdp.39015029500140	3.6978460114447937	2.024995251275152	3.732412265445305	1.8994297251417793	-0.034566254000511165	0.12556552613337257
mdp.39015030699774	3.0510812879438602	1.7927565625368391	3.0159417240036435	1.761113671403429	0.03513956394021678	0.03164289113341012
uc1.$b362963	3.085853093271737	1.8062606129160832	3.1145686921453666	1.7964231275252538	-0.0287155988736294	0.009837485390829404
uc1.$b85997	2.6340114051425743	1.3343269802148476	2.6210969486519544	1.370968851537618	0.012914456490619841	-0.0366418713227703
mdp.39015030710423	3.2558787813273438	1.6889426332354243	3.1730922984899825	1.5532077604151717	0.08278648283736123	0.13573487282025254
mdp.39015030854411	3.8402406572138665	2.0998520143793002	3.9664140264161176	2.251409976864628	-0.12617336920225108	-0.15155796248532782
uc1.32106002011648	3.830952809920266	1.8948254731917367	3.9479174428422747	1.951360687598359	-0.11696463292200887	-0.056535214406622236
mdp.39015004928464	3.845376582200481	2.199088763142891	3.513749526390511	1.857218855856137	0.3316270558099701	0.3418699072867537
uc1.b3687705	2.961015866711826	1.717817989180209	2.635698393461246	1.3737319692600778	0.32531747325058014	0.3440860199201312
inu.30000041692793	3.0774171626955624	1.7276945604407186	2.9838911870533944	1.659644035634164	0.09352597564216802	0.0680505248065546
uc1.b4104252	3.6226928174432356	2.1342022330872057	3.459476835505365	1.982478844940167	0.16321598193787068	0.15172338814703878
uc1.$b101629	3.221852303582592	1.8780917305008569	3.1246459254639847	1.8147696582565271	0.09720637811860744	0.06332207224432973
uc1.b3727197	3.9300753929490138	2.0845669628669152	3.865091315725169	1.9535550901258671	0.06498407722384458	0.13101187274104809
uc1.b4088965	3.363364981227564	1.9700251226158534	3.108028370884859	1.6922121816953668	0.25533661034270505	0.2778129409204866
mdp.39015010219601	3.1988118137937214	1.5389454454935518	2.9570002311875947	1.383180847450041	0.24181158260612667	0.15576459804351073
mdp.39015003479089	3.0476462514991507	1.6103781602083913	3.310945905098248	1.815114724077321	-0.26329965359909746	-0.2047365638689298
mdp.39015003538892	3.8353277173860714	2.1787553614113393	3.6100801189160343	2.038213459543657	0.22524759847003706	0.14054190186768212
mdp.39015066054001	3.7005282239660984	1.9152705241872627	3.0749708374589626	1.5012087717645768	0.6255573865071358	0.41406175242268595
uc1.$b57060	3.636181378991875	2.203236677258706	3.6411853750916943	2.083692417017029	-0.0050039960998193855	0.11954426024167697
uc1.b4386234	3.188367399191564	1.9072068453533333	3.062001399211756	1.7178370414627477	0.12636599997980813	0.18936980389058555
mdp.39015038745884	3.9203702972313024	2.106427327748567	3.6591866864104663	2.008857399593531	0.2611836108208361	0.09756992815503596
uc1.$b106205	3.0722396981810562	1.3866641784194522	2.9571900235792463	1.4591840299635197	0.11504967460180993	-0.07251985154406748
mdp.39015063518008	2.693071079517657	1.3688780082519094	2.5234905001827452	1.3029997335259837	0.16958057933491189	0.06587827472592567
mdp.39015000595549	3.0482870679567005	1.5661262462315966	3.078189016400707	1.670561052161232	-0.02990194844400662	-0.10443480592963539
mdp.39015018617194	3.8693760826553283	2.233783774462009	3.5397021488915525	1.8202161546563502	0.32967393376377574	0.4135676198056588
uc1.$b105598	3.234432857569779	1.7904742989358493	3.182700007763225	1.7052873188374575	0.05173284980655435	0.08518698009839176
mdp.39015066051171	3.360713741013807	1.774796505649373	3.110024096518545	1.568297230175362	0.250689644495262	0.20649927547401115
mdp.39015062938082	3.5138983920701685	2.0620193966354883	3.2800836222477034	1.8902938885395535	0.23381476982246507	0.1717255080959348
mdp.39015028519984	2.6873658295246754	1.3500179883696077	2.6517100468066777	1.2951199843967276	0.03565578271799774	0.05489800397288014
mdp.39015063936986	3.394406768533975	1.8642613609221224	3.3805532805507106	1.9783343828517734	0.013853487983264579	-0.11407302192965108
uc1.$b111827	3.5736826567492437	2.0603722702477985	3.442052423790408	1.974576995849028	0.1316302329588357	0.08579527439877044
uc1.$b322792	3.448551456105499	1.5925282165630608	2.9177029375003247	1.2643271460275205	0.5308485186051741	0.32820107053554026
uc1.$b312353	3.9902617825725484	2.0859151045416384	3.71656025455747	2.115915131911838	0.2737015280150783	-0.03000002737019969
uc1.$b802245	3.328476001810417	1.9141758828727904	3.0948702140286195	1.689495659429049	0.2336057877817974	0.2246802234437415
mdp.39015030932878	2.9428254075183804	1.5034600546089436	2.8868498110660443	1.4819039087457262	0.055975596452336074	0.021556145863217413
mdp.39015020753755	2.79129540088507	1.519317299849828	2.9590124407697336	1.6657823451319005	-0.1677170398846637	-0.14646504528207238
uc1.$b236100	4.0106650916347455	2.2629777238133544	3.84082652350828	2.1253315875759626	0.16983856812646536	0.13764613623739175
inu.32000007257969	3.302128580194595	1.7496577325737892	3.0744705615881323	1.6965063849513193	0.22765801860646295	0.05315134762246987
mdp.39015063936903	3.0942410548395993	1.6719700122567835	3.219946104399771	1.8084627026965148	-0.12570504956017148	-0.13649269043973122
mdp.39015016444062	2.941679431087632	1.4697372737471965	2.8010503861976987	1.5023525550307475	0.14062904488993322	-0.032615281283550956
mdp.39015030851706	3.0079730819935975	1.5712677647441364	2.8032425469733027	1.508614493202596	0.2047305350202948	0.06265327154154043
mdp.39015059447675	3.0932146849396354	1.577616378733807	2.8843709976251457	1.4797757910655784	0.20884368731448966	0.09784058766822845
uc1.$b312811	3.7936644658124505	2.152842571728813	3.7839666253056037	2.199697495083322	0.009697840506846855	-0.046854923354509026
uc1.$b105997	3.95618730752995	2.363881595645672	3.8413998512282164	2.3484092444400106	0.11478745630173348	0.015472351205661372
uc1.32106002144837	3.5223110168227065	1.9466628719508046	3.0404074326967274	1.4862847706787352	0.4819035841259791	0.46037810127206935
uc1.b4098727	4.897476717564049	2.572971161702314	4.891101766550581	2.614304965598093	0.006374951013468078	-0.041333803895778676
mdp.39015063972973	3.4703626126273623	2.141767280384524	3.400485764535732	1.9641645451014165	0.06987684809163053	0.17760273528310733
mdp.39015063956471	4.727709967215893	2.50764335444696	4.595938873875311	2.3852009723217837	0.131771093340582	0.12244238212517633
mdp.39015063940962	3.9645753932219905	2.3143211048199075	3.6827353075487737	2.1089161408454165	0.28184008567321683	0.20540496397449104
wu.89098555105	3.9781752817479172	2.0618478868011865	3.5312315457120484	1.8944791822433507	0.4469437360358688	0.1673687045578358
mdp.39015054095990	2.763507074794319	1.6578970836838676	2.669826080636682	1.5058030917113812	0.09368099415763709	0.1520939919724864
uc1.$b42215	3.431168848821652	1.9176967172867037	3.1962821316108396	1.7255281237282714	0.23488671721081245	0.1921685935584323
uc1.b3687211	3.1458462856899234	1.8104869625418458	2.826371454896641	1.5738906676307898	0.3194748307932822	0.23659629491105605
uc1.b3687205	3.35329575876198	1.631035258826379	2.995196993152171	1.5141691987605368	0.3580987656098089	0.11686606006584221
uc1.b3759960	3.1026412830773165	1.5505688066697194	2.9662877697808403	1.4819254898469498	0.13635351329647616	0.06864331682276958
mdp.39015030846748	3.2676861675219984	1.971699036601276	2.8824184164268356	1.6537148075424684	0.38526775109516276	0.31798422905880774
wu.89066171778	4.655123595916781	2.64578810173638	4.003325576228879	2.0323474182765775	0.6517980196879023	0.6134406834598023
uc1.$b56743	3.246905008514548	1.7738285367695468	3.006261546441262	1.6407160470992297	0.24064346207328624	0.13311248967031708
uc1.$b296990	4.295024439164178	2.394165085168272	4.249135596254477	2.4304236558408228	0.045888842909700855	-0.03625857067255067
uc1.$b102262	3.336116343598753	2.012152772309142	3.4118424011034505	2.0255651484025945	-0.07572605750469741	-0.013412376093452583
uc1.b3710909	3.7410258812103883	2.083011623768131	3.5741895876809324	2.0804650926284385	0.16683629352945584	0.0025465311396923873
uc1.$b106419	3.279390794706369	1.9112481928211367	3.310471979946148	1.8948690227127662	-0.031081185239778986	0.016379170108370422
mdp.39015005686608	2.972923554460778	1.402635162348898	2.7740791551898316	1.427196825368667	0.19884439927094633	-0.024561663019769142
mdp.39015066062418	4.293660611615558	2.564249635138055	4.062562638180116	2.359281419576919	0.23109797343544258	0.20496821556113565
mdp.39015030727484	2.9732088948381623	1.529852472013583	2.9488715763308435	1.5129595773380544	0.024337318507318795	0.01689289467552868
mdp.39015020087139	2.963034642843633	1.350696390469995	2.6223965736135373	1.2932359668405442	0.34063806923009565	0.057460423629450696
uc1.$b112783	3.523329391557601	2.088974926722246	3.32566258402472	1.8577286411635456	0.1976668075328809	0.2312462855587003
uc1.32106005369274	3.0599525121769786	1.8249854908363927	2.9407371246239826	1.6348604529565491	0.11921538755299599	0.19012503787984358
mdp.39015005718278	4.175188250568015	2.2177169156862235	3.772671773384246	1.7876301525027527	0.4025164771837688	0.43008676318347083
uc2.ark+=13960=t02z1331h	3.2877193785677434	1.9337485311011005	3.0050258516643953	1.708541412400757	0.28269352690334815	0.2252071187003435
uc1.$b243174	3.699851574190903	2.0472884814617265	3.373269749311839	1.8328360807087904	0.3265818248790642	0.21445240075293603
umn.31951000890449t	4.697173494230065	2.560743032380113	4.495945314314945	2.5135839849748947	0.20122817991512054	0.047159047405218146
uc1.$b98645	4.156248939784188	2.242042986130612	4.042213125789491	2.3278037335573383	0.11403581399469687	-0.08576074742672635
mdp.39015030744836	3.231705279330598	1.8640363406277825	3.1260109288636277	1.6760570507017016	0.10569435046697029	0.18797928992608082
mdp.39015010441882	3.0041696917689116	1.7092245988305388	2.9263733433450034	1.6297608580482512	0.07779634842390815	0.07946374078228757
inu.39000002119589	3.536318012503389	1.756487597052071	3.1261955488286146	1.4411587383744027	0.41012246367477445	0.31532885867766836
uc1.$b301798	3.281031703908693	1.689601577216478	3.3219949231068657	1.7164400951877108	-0.040963219198172585	-0.02683851797123271
nyp.33433076047939	3.8215041462362263	2.293023235130925	3.311366328310529	1.9265391244423054	0.5101378179256972	0.36648411068861986
mdp.39015001619207	3.381175679112073	1.9943458067250475	2.9518334587916604	1.5428631994790538	0.4293422203204127	0.45148260724599365
uc2.ark+=13960=t3pv6bg42	3.781166128940659	2.201165582029618	3.675119195524391	2.2091153848107075	0.10604693341626792	-0.007949802781089588
wu.89052492741	5.210760581589212	2.488098934361636	5.082607790496053	2.5740997823872203	0.12815279109315902	-0.08600084802558428
mdp.39015063547288	3.7424858350105006	2.0538388470880284	3.4266478877198643	1.791795318274591	0.3158379472906363	0.2620435288134375
mdp.39015014139961	2.6026741887323346	1.3854120556526612	2.5430031233929697	1.2556658696588705	0.05967106533936484	0.12974618599379073
mdp.39015063547296	3.8712842695061664	2.1040585833404855	3.6525690069932306	1.9950811122301717	0.21871526251293583	0.10897747111031375
mdp.39015027190902	4.025248024560131	2.044639882482517	3.8617487592812747	1.9155779023326505	0.1634992652788565	0.12906198014986647
mdp.39015031231163	3.0253861505377517	1.4791961901375705	2.808432819742224	1.3974523165790078	0.2169533307955276	0.08174387355856272
mdp.39015063973138	3.2838306553957888	1.6122931288480953	3.144270575595579	1.601186981698578	0.1395600798002099	0.011106147149517298
uc1.$b245263	2.7037060079986306	1.404329665109598	2.3820548471200076	1.2890956937242475	0.321651160878623	0.11523397138535052
wu.89091855460	3.3711752243859663	2.0402634399946438	3.2418886404614398	1.8614001551322517	0.12928658392452652	0.1788632848623921
uc1.$b245095	2.815203232810577	1.3518028189176186	2.5398882838164902	1.2929929799917645	0.2753149489940867	0.05880983892585401
mdp.39015063547270	3.889753044177147	2.0940160107480392	3.661652235069897	1.9979994374646313	0.22810080910725006	0.09601657328340796
mdp.39015012348648	2.967089820136802	1.6414424085017507	2.61562377524906	1.3016530765375425	0.35146604488774225	0.33978933196420824
uc1.b3144889	3.2531046141692634	1.6378878919875925	2.980736279762876	1.5086576720010212	0.27236833440638764	0.12923021998657136
uc1.$b312508	3.0503122164431993	1.4531655650590787	2.7493690719149977	1.4097048326852786	0.3009431445282016	0.043460732373800104
uc1.$b86322	2.6096580389257094	1.4346432052710512	2.5256711914146934	1.331169422523847	0.08398684751101593	0.10347378274720409
mdp.39015049845632	3.514493728876007	2.0069801110636565	3.1822504992363765	1.7764670357422156	0.3322432296396305	0.23051307532144083
mdp.39015030745049	3.3930290667869065	1.7536397634997019	2.8840067727539225	1.3234065287294996	0.509022294032984	0.43023323477020226
uc1.$b299910	3.2954924860072534	1.8619832097057938	3.1369910208932374	1.7707863556527357	0.15850146511401597	0.09119685405305811
mdp.39015030850781	3.261053528796834	1.758490484697237	3.274121955058784	1.73169708112212	-0.013068426261950261	0.026793403575116947
uc1.b3810602	2.8919534760649643	1.6390218298499308	2.8957537389809103	1.6308608271750924	-0.003800262915945929	0.008161002674838436
inu.30000026066542	2.8685357614232054	1.5612789991619005	2.8771815488863863	1.5590225181347501	-0.008645787463180898	0.00225648102715037
uc1.b3688064	3.0497484931956027	1.6406002343304076	2.7045396539031628	1.5085797308450781	0.34520883929243995	0.13202050348532945
iau.31858026760581	3.755819312857188	2.2123626563378345	3.367955244182126	1.8793037834965471	0.38786406867506207	0.3330588728412873
mdp.39015066051288	3.351299080062659	1.9408941563667423	3.407592329972607	1.9188067155938915	-0.056293249909947995	0.022087440772850853
mdp.39015005637635	3.4464470031880903	2.045057573168301	3.100356853667679	1.796483124550881	0.3460901495204114	0.24857444861742017
mdp.39015059405186	2.7528316016402443	1.4072121794595729	2.5271204141112293	1.3220263467555566	0.22571118752901498	0.08518583270401625
uc1.b3834529	2.8857398055378645	1.63551882247065	2.9319117435296107	1.657028746508591	-0.04617193799174624	-0.021509924037941053
uc1.$b313759	3.385192958990518	1.9849475327559127	3.2364918997149514	1.9001652417381099	0.14870105927556665	0.08478229101780288
mdp.39015063947264	3.1055117544423583	1.5570780305625143	3.057047184983474	1.67388863855954	0.04846456945888411	-0.1168106079970257
uc1.$b103202	3.204569506182236	1.8374140306492053	3.06513257464553	1.6698829246595828	0.1394369315367059	0.1675311059896225
mdp.39015030701117	3.933621743218298	2.2815481654473486	3.741666178867356	2.19824513291038	0.19195556435094208	0.08330303253696858
mdp.39015008625553	3.3678333485367604	1.9437084614841114	3.3691556749921805	1.8943489555936268	-0.0013223264554200753	0.049359505890484545
uc1.$b102104	3.091839665713103	1.731667088254586	3.042527738014852	1.7060527141623396	0.04931192769825099	0.025614374092246317
mdp.39015016781380	3.514709820596354	1.869832851115209	3.0686456269480606	1.6102101323056137	0.4460641936482932	0.2596227188095952
uc1.b3727440	3.7562273716497816	2.168524878531158	3.4508527929246884	2.023879850255273	0.3053745787250932	0.14464502827588532
uc1.$b602093	4.322514053156223	2.3073122616062522	4.095360692082075	2.0536789076392354	0.22715336107414874	0.2536333539670168
uc1.$b312607	3.0951905022492485	1.6676508346025072	2.886138240211268	1.5540186810054664	0.20905226203798044	0.11363215359704082
uc1.$b86349	3.0874891039028824	1.6499783989056531	2.8558661382739325	1.4582817100916652	0.2316229656289499	0.19169668881398794
mdp.39015009230650	3.0146720807385163	1.5043738771093544	2.9780299305138733	1.5489480075636057	0.03664215022464301	-0.04457413045425129
inu.32000000643801	3.2529470868942725	2.078927693564995	2.944457712486491	1.7980259357525088	0.30848937440778146	0.28090175781248616
uc2.ark+=13960=t6348hs85	3.3851554794464755	1.8699464258675078	3.4721416684838697	2.1241657676798784	-0.08698618903739419	-0.2542193418123706
uc1.b4381484	3.9336462267031247	2.280362403338399	3.8480764824917317	2.2437030336668453	0.08556974421139296	0.03665936967155359
uc1.$b116190	3.047955540694841	1.663130788244262	3.0797857928304753	1.7264226759910806	-0.031830252135634396	-0.06329188774681849
uc1.$b56717	3.44671420544672	1.6914276645500894	3.1387081870518894	1.3987829335957225	0.30800601839483077	0.29264473095436694
mdp.39015014608718	4.018184325875711	2.6127225925050834	3.713414726851481	2.1989819499567242	0.30476959902423006	0.4137406425483592
mdp.39015051166448	3.4589806238129115	1.9552061953606847	3.5273567831877317	1.9754886032146919	-0.06837615937482022	-0.020282407854007145
mdp.39015063947033	3.107716111324988	1.572829520036799	2.871638763509919	1.5702399387337505	0.23607734781506862	0.002589581303048538
nyp.33433075766570	3.0014725819359707	1.5964942312796204	2.8344307295989313	1.5315736743409036	0.1670418523370394	0.06492055693871679
mdp.39015066058895	3.032048467639231	1.726544965309134	2.7233519891852582	1.5260627546617107	0.30869647845397274	0.20048221064742333
mdp.39015013443166	3.4229012716166882	1.8129451852538536	3.3833883910618296	1.8480847898347867	0.039512880554858576	-0.035139604580933126
uc1.$b56397	2.988885557569856	1.7907910185501594	2.76541405413237	1.5676161203441357	0.2234715034374859	0.22317489820602376
uc1.b3687477	3.0479796835436392	1.6811781786802342	2.571752399851023	1.2416124651152154	0.47622728369261624	0.43956571356501883
uc2.ark+=13960=t8pc3352k	3.729050998104362	2.018056751144659	3.5835315547734514	2.062156748971318	0.14551944333091038	-0.04409999782665919
nyp.33433074968342	3.981740989861479	2.3304110299556697	3.5241661264735766	2.012653564675744	0.4575748633879022	0.31775746527992554
nyp.33433076094303	4.385393197421296	2.0236570977936945	4.010272588090445	1.7061561773523577	0.37512060933085056	0.3175009204413368
mdp.39015000540206	3.544580329207613	1.963048592480488	3.2608147633303206	1.868609497002203	0.2837655658772924	0.094439095478285
uc1.b3868722	3.1418638726577752	1.8501562127342404	2.9282135644450293	1.6141010992241467	0.2136503082127459	0.23605511351009367
inu.32000007712070	5.48905400478032	2.324443606075349	5.5692357657316265	2.5896259331105735	-0.08018176095130691	-0.2651823270352245
uc1.b3116860	3.2082401121536703	1.7034325634307017	2.7170093805571467	1.2328354423095147	0.49123073159652364	0.470597121121187
mdp.39015003676056	3.320621726545502	1.7695577494284285	3.271071374824061	1.8155426001952797	0.049550351721440844	-0.045984850766851215
nyp.33433076089113	3.806152978970675	2.1296817224148414	3.632067006868642	2.0365936047854074	0.17408597210203336	0.09308811762943403
uc1.b4097405	2.9425340828001043	1.729433144649791	2.824469765203608	1.546695698157114	0.11806431759649616	0.18273744649267698
mdp.39015005309961	4.03093395753138	2.337112003866969	3.8743601172070874	2.15662211263943	0.15657384032429222	0.180489891227539
mdp.39015031304671	3.125087332025574	1.5818560764897456	2.8372567992663504	1.5001407314454809	0.28783053275922343	0.0817153450442647
uc1.$b56658	4.578126632666438	2.474867050972328	4.212874248272664	2.065823518084665	0.3652523843937736	0.40904353288766293
uc1.$b105409	3.055094764083886	1.7233022424576154	2.8215873604364776	1.5348605070384156	0.2335074036474083	0.18844173541919984
uc1.$b105361	3.9932761288428185	2.386253086447918	3.8947290900327327	2.2881213970900633	0.09854703881008575	0.09813168935785477
uc1.$b105391	2.9485632805920288	1.5253313830710777	3.1109294097772935	1.646991054660399	-0.16236612918526472	-0.12165967158932123
uc1.$b105989	3.682825464431703	2.0781300901221256	3.578022859340228	1.9383235692694982	0.10480260509147499	0.13980652085262735
uc1.$b491052	4.13079062141551	2.100166771572374	4.043613681542452	2.121529437205598	0.08717693987305797	-0.021362665633223976
uc1.$b799757	2.914664263268871	1.5727006019010605	2.6510250410388823	1.4390046284735332	0.2636392222299886	0.13369597342752737
uc1.b4386988	3.806009711568402	2.1542919567418166	3.5253020613650268	1.9597023661327952	0.2807076502033752	0.19458959060902137
uc1.$b105801	3.1008544609351016	1.789191630355947	3.168180910410429	1.8404094749576136	-0.06732644947532718	-0.05121784460166667
uc1.b3295224	3.075955145458492	1.785869998315451	2.7848681142346536	1.571846400060687	0.2910870312238383	0.2140235982547638
uc1.$b105376	3.0940753267123977	1.6960507664862932	3.048461761104367	1.6606796899893144	0.04561356560803054	0.03537107649697879
mdp.39015059375330	3.0798269020776043	1.6103755440673622	2.8959114920969085	1.492178393528607	0.1839154099806959	0.11819715053875512
nyp.33433074797550	3.713191863215635	2.2314400900373776	3.5330908942748396	2.1734614734624507	0.18010096894079552	0.05797861657492698
uc2.ark+=13960=t6pz54630	3.0118636791918982	1.6510581652520424	2.9542106293853805	1.658096974388621	0.05765304980651775	-0.0070388091365785055
uc1.$b604985	4.028485477729135	2.2953174147877	3.8113460448875767	1.9695802975379633	0.21713943284155857	0.32573711724973675
uc1.$b323508	3.1544435269624653	1.806103510191817	2.964603231152066	1.6037618960050435	0.18984029581039952	0.20234161418677354
nyp.33433075762124	3.4135940040947252	1.7496936181121512	3.2468332124939803	1.7185291161387688	0.16676079160074497	0.031164501973382386
uc1.$b323501	3.0435690223199843	1.7873760437503503	3.0962230959593686	1.7522875698616167	-0.05265407363938435	0.035088473888733596
mdp.39015031325833	2.579816468440784	1.237016745509591	2.6831412655468996	1.2759192436312028	-0.10332479710611553	-0.03890249812161173
mdp.39015010441981	3.4034704638291453	1.7987839105394354	3.010951954327666	1.513657123565673	0.39251850950147915	0.28512678697376237
mdp.39015030713898	3.0942988017648947	1.8797409874077315	2.9636789924483056	1.6792925619231096	0.13061980931658912	0.20044842548462194
